province,district,attribute,count,pct,factor
kpk,manshera,others,15,0.007088847,Highest level of education attained
kpk,torgarh,less than 1,113,0.255656109,Highest level of education attained
kpk,torgarh,class 1,59,0.133484163,Highest level of education attained
kpk,torgarh,class 2,48,0.108597285,Highest level of education attained
kpk,torgarh,class 3,35,0.07918552,Highest level of education attained
kpk,torgarh,class 4,39,0.088235294,Highest level of education attained
kpk,torgarh,class 5,51,0.115384615,Highest level of education attained
kpk,torgarh,class 6,15,0.033936652,Highest level of education attained
kpk,torgarh,class 7,10,0.022624434,Highest level of education attained
kpk,torgarh,class 8,22,0.049773756,Highest level of education attained
kpk,torgarh,class 9,6,0.013574661,Highest level of education attained
kpk,torgarh,class 10,14,0.031674208,Highest level of education attained
kpk,torgarh,fa/fsc/i-com,5,0.011312217,Highest level of education attained
kpk,torgarh,ba/bsc/bed/bcs,3,0.00678733,Highest level of education attained
kpk,torgarh,ma/msc/med/mcs,1,0.002262443,Highest level of education attained
kpk,torgarh,others,21,0.047511312,Highest level of education attained
kpk,hangu,less than 1,217,0.135286783,Highest level of education attained
kpk,hangu,class 1,117,0.072942643,Highest level of education attained
kpk,hangu,class 2,103,0.064214464,Highest level of education attained
kpk,hangu,class 3,102,0.063591022,Highest level of education attained
kpk,hangu,class 4,119,0.074189526,Highest level of education attained
kpk,hangu,class 5,221,0.137780549,Highest level of education attained
kpk,hangu,class 6,105,0.065461347,Highest level of education attained
kpk,hangu,class 7,90,0.056109726,Highest level of education attained
kpk,hangu,class 8,123,0.076683292,Highest level of education attained
kpk,hangu,class 9,84,0.052369077,Highest level of education attained
kpk,hangu,class 10,179,0.11159601,Highest level of education attained
kpk,hangu,polytechnic diploma/other diplomas,5,0.003117207,Highest level of education attained
kpk,hangu,fa/fsc/i-com,81,0.050498753,Highest level of education attained
kpk,hangu,ba/bsc/bed/bcs,30,0.018703242,Highest level of education attained
kpk,hangu,ma/msc/med/mcs,22,0.013715711,Highest level of education attained
kpk,hangu,degree in engineering,1,0.000623441,Highest level of education attained
kpk,hangu,others,5,0.003117207,Highest level of education attained
kpk,karak,less than 1,221,0.104938272,Highest level of education attained
kpk,karak,class 1,108,0.051282051,Highest level of education attained
kpk,karak,class 2,131,0.062203229,Highest level of education attained
kpk,karak,class 3,111,0.052706553,Highest level of education attained
kpk,karak,class 4,122,0.057929725,Highest level of education attained
kpk,karak,class 5,215,0.102089269,Highest level of education attained
kpk,karak,class 6,109,0.051756885,Highest level of education attained
kpk,karak,class 7,110,0.052231719,Highest level of education attained
kpk,karak,class 8,232,0.110161443,Highest level of education attained
kpk,karak,class 9,109,0.051756885,Highest level of education attained
kpk,karak,class 10,406,0.192782526,Highest level of education attained
kpk,karak,polytechnic diploma/other diplomas,8,0.00379867,Highest level of education attained
kpk,karak,fa/fsc/i-com,127,0.060303894,Highest level of education attained
kpk,karak,ba/bsc/bed/bcs,49,0.023266857,Highest level of education attained
kpk,karak,ma/msc/med/mcs,29,0.01377018,Highest level of education attained
kpk,karak,degree in engineering,2,0.000949668,Highest level of education attained
kpk,karak,degree in law,4,0.001899335,Highest level of education attained
kpk,karak,mphil/phd,1,0.000474834,Highest level of education attained
kpk,karak,others,12,0.005698006,Highest level of education attained
kpk,kohat,less than 1,223,0.112968592,Highest level of education attained
kpk,kohat,class 1,95,0.048125633,Highest level of education attained
kpk,kohat,class 2,115,0.058257345,Highest level of education attained
kpk,kohat,class 3,115,0.058257345,Highest level of education attained
kpk,kohat,class 4,146,0.073961499,Highest level of education attained
kpk,kohat,class 5,225,0.113981763,Highest level of education attained
kpk,kohat,class 6,115,0.058257345,Highest level of education attained
kpk,kohat,class 7,111,0.056231003,Highest level of education attained
kpk,kohat,class 8,201,0.101823708,Highest level of education attained
kpk,kohat,class 9,80,0.040526849,Highest level of education attained
kpk,kohat,class 10,329,0.166666667,Highest level of education attained
kpk,kohat,polytechnic diploma/other diplomas,5,0.002532928,Highest level of education attained
kpk,kohat,fa/fsc/i-com,123,0.06231003,Highest level of education attained
kpk,kohat,ba/bsc/bed/bcs,41,0.02077001,Highest level of education attained
kpk,kohat,ma/msc/med/mcs,48,0.024316109,Highest level of education attained
kpk,kohat,degree in engineering,1,0.000506586,Highest level of education attained
kpk,kohat,others,1,0.000506586,Highest level of education attained
kpk,bonair,less than 1,218,0.130304842,Highest level of education attained
kpk,bonair,class 1,129,0.077106993,Highest level of education attained
kpk,bonair,class 2,129,0.077106993,Highest level of education attained
kpk,bonair,class 3,163,0.097429767,Highest level of education attained
kpk,bonair,class 4,146,0.08726838,Highest level of education attained
kpk,bonair,class 5,214,0.127913927,Highest level of education attained
kpk,bonair,class 6,107,0.063956964,Highest level of education attained
kpk,bonair,class 7,76,0.045427376,Highest level of education attained
kpk,bonair,class 8,101,0.060370592,Highest level of education attained
kpk,bonair,class 9,55,0.032875075,Highest level of education attained
kpk,bonair,class 10,161,0.09623431,Highest level of education attained
kpk,bonair,polytechnic diploma/other diplomas,3,0.001793186,Highest level of education attained
kpk,bonair,fa/fsc/i-com,86,0.051404662,Highest level of education attained
kpk,bonair,ba/bsc/bed/bcs,40,0.023909145,Highest level of education attained
kpk,bonair,ma/msc/med/mcs,35,0.020920502,Highest level of education attained
kpk,bonair,degree in engineering,2,0.001195457,Highest level of education attained
kpk,bonair,degree in medicine,2,0.001195457,Highest level of education attained
kpk,bonair,degree in law,1,0.000597729,Highest level of education attained
kpk,bonair,others,5,0.002988643,Highest level of education attained
kpk,chitral,less than 1,168,0.088654354,Highest level of education attained
kpk,chitral,class 1,86,0.045382586,Highest level of education attained
kpk,chitral,class 2,106,0.055936675,Highest level of education attained
kpk,chitral,class 3,71,0.037467018,Highest level of education attained
kpk,chitral,class 4,106,0.055936675,Highest level of education attained
kpk,chitral,class 5,196,0.103430079,Highest level of education attained
kpk,chitral,class 6,100,0.052770449,Highest level of education attained
kpk,chitral,class 7,96,0.050659631,Highest level of education attained
kpk,chitral,class 8,197,0.103957784,Highest level of education attained
kpk,chitral,class 9,95,0.050131926,Highest level of education attained
kpk,chitral,class 10,388,0.20474934,Highest level of education attained
kpk,chitral,polytechnic diploma/other diplomas,2,0.001055409,Highest level of education attained
kpk,chitral,fa/fsc/i-com,148,0.078100264,Highest level of education attained
kpk,chitral,ba/bsc/bed/bcs,90,0.047493404,Highest level of education attained
kpk,chitral,ma/msc/med/mcs,37,0.019525066,Highest level of education attained
kpk,chitral,degree in medicine,1,0.000527704,Highest level of education attained
kpk,chitral,degree in agriculture,1,0.000527704,Highest level of education attained
kpk,chitral,others,7,0.003693931,Highest level of education attained
kpk,lower dir,less than 1,290,0.134011091,Highest level of education attained
kpk,lower dir,class 1,146,0.067467652,Highest level of education attained
kpk,lower dir,class 2,120,0.055452865,Highest level of education attained
kpk,lower dir,class 3,164,0.075785582,Highest level of education attained
kpk,lower dir,class 4,152,0.070240296,Highest level of education attained
kpk,lower dir,class 5,277,0.128003697,Highest level of education attained
kpk,lower dir,class 6,136,0.06284658,Highest level of education attained
kpk,lower dir,class 7,113,0.052218115,Highest level of education attained
kpk,lower dir,class 8,161,0.074399261,Highest level of education attained
kpk,lower dir,class 9,82,0.037892791,Highest level of education attained
kpk,lower dir,class 10,270,0.124768946,Highest level of education attained
kpk,lower dir,polytechnic diploma/other diplomas,9,0.004158965,Highest level of education attained
kpk,lower dir,fa/fsc/i-com,126,0.058225508,Highest level of education attained
kpk,lower dir,ba/bsc/bed/bcs,51,0.023567468,Highest level of education attained
kpk,lower dir,ma/msc/med/mcs,57,0.026340111,Highest level of education attained
kpk,lower dir,degree in engineering,1,0.000462107,Highest level of education attained
kpk,lower dir,degree in medicine,6,0.002772643,Highest level of education attained
kpk,lower dir,degree in law,1,0.000462107,Highest level of education attained
kpk,lower dir,mphil/phd,1,0.000462107,Highest level of education attained
kpk,lower dir,others,1,0.000462107,Highest level of education attained
kpk,malakand,less than 1,242,0.120039683,Highest level of education attained
kpk,malakand,class 1,125,0.062003968,Highest level of education attained
kpk,malakand,class 2,129,0.063988095,Highest level of education attained
kpk,malakand,class 3,116,0.057539683,Highest level of education attained
kpk,malakand,class 4,121,0.060019841,Highest level of education attained
kpk,malakand,class 5,205,0.101686508,Highest level of education attained
kpk,malakand,class 6,140,0.069444444,Highest level of education attained
kpk,malakand,class 7,120,0.05952381,Highest level of education attained
kpk,malakand,class 8,146,0.072420635,Highest level of education attained
kpk,malakand,class 9,84,0.041666667,Highest level of education attained
kpk,malakand,class 10,294,0.145833333,Highest level of education attained
kpk,malakand,polytechnic diploma/other diplomas,10,0.004960317,Highest level of education attained
kpk,malakand,fa/fsc/i-com,144,0.071428571,Highest level of education attained
kpk,malakand,ba/bsc/bed/bcs,73,0.036210317,Highest level of education attained
kpk,malakand,ma/msc/med/mcs,56,0.027777778,Highest level of education attained
kpk,malakand,degree in engineering,2,0.000992063,Highest level of education attained
kpk,malakand,degree in medicine,1,0.000496032,Highest level of education attained
kpk,malakand,degree in agriculture,1,0.000496032,Highest level of education attained
kpk,malakand,degree in law,1,0.000496032,Highest level of education attained
kpk,malakand,mphil/phd,1,0.000496032,Highest level of education attained
kpk,malakand,others,5,0.002480159,Highest level of education attained
kpk,shangla,less than 1,156,0.145522388,Highest level of education attained
kpk,shangla,class 1,107,0.099813433,Highest level of education attained
kpk,shangla,class 2,83,0.077425373,Highest level of education attained
kpk,shangla,class 3,82,0.076492537,Highest level of education attained
kpk,shangla,class 4,85,0.079291045,Highest level of education attained
kpk,shangla,class 5,97,0.090485075,Highest level of education attained
kpk,shangla,class 6,60,0.055970149,Highest level of education attained
kpk,shangla,class 7,48,0.044776119,Highest level of education attained
kpk,shangla,class 8,72,0.067164179,Highest level of education attained
kpk,shangla,class 9,29,0.027052239,Highest level of education attained
kpk,shangla,class 10,139,0.129664179,Highest level of education attained
kpk,shangla,polytechnic diploma/other diplomas,1,0.000932836,Highest level of education attained
kpk,shangla,fa/fsc/i-com,62,0.057835821,Highest level of education attained
kpk,shangla,ba/bsc/bed/bcs,21,0.019589552,Highest level of education attained
kpk,shangla,ma/msc/med/mcs,27,0.025186567,Highest level of education attained
kpk,shangla,degree in medicine,1,0.000932836,Highest level of education attained
kpk,shangla,others,2,0.001865672,Highest level of education attained
kpk,swat,less than 1,275,0.124603534,Highest level of education attained
kpk,swat,class 1,159,0.072043498,Highest level of education attained
kpk,swat,class 2,157,0.07113729,Highest level of education attained
kpk,swat,class 3,146,0.066153149,Highest level of education attained
kpk,swat,class 4,160,0.072496602,Highest level of education attained
kpk,swat,class 5,225,0.101948346,Highest level of education attained
kpk,swat,class 6,149,0.06751246,Highest level of education attained
kpk,swat,class 7,122,0.055278659,Highest level of education attained
kpk,swat,class 8,163,0.073855913,Highest level of education attained
kpk,swat,class 9,86,0.038966923,Highest level of education attained
kpk,swat,class 10,291,0.131853194,Highest level of education attained
kpk,swat,polytechnic diploma/other diplomas,8,0.00362483,Highest level of education attained
kpk,swat,fa/fsc/i-com,144,0.065246942,Highest level of education attained
kpk,swat,ba/bsc/bed/bcs,60,0.027186226,Highest level of education attained
kpk,swat,ma/msc/med/mcs,39,0.017671047,Highest level of education attained
kpk,swat,degree in engineering,2,0.000906208,Highest level of education attained
kpk,swat,degree in medicine,4,0.001812415,Highest level of education attained
kpk,swat,degree in agriculture,3,0.001359311,Highest level of education attained
kpk,swat,degree in law,3,0.001359311,Highest level of education attained
kpk,swat,mphil/phd,2,0.000906208,Highest level of education attained
kpk,swat,others,9,0.004077934,Highest level of education attained
kpk,upper dir,less than 1,178,0.113087675,Highest level of education attained
kpk,upper dir,class 1,137,0.08703939,Highest level of education attained
kpk,upper dir,class 2,150,0.095298602,Highest level of education attained
kpk,upper dir,class 3,146,0.092757306,Highest level of education attained
kpk,upper dir,class 4,152,0.09656925,Highest level of education attained
kpk,upper dir,class 5,196,0.124523507,Highest level of education attained
kpk,upper dir,class 6,107,0.06797967,Highest level of education attained
kpk,upper dir,class 7,55,0.034942821,Highest level of education attained
kpk,upper dir,class 8,100,0.063532402,Highest level of education attained
kpk,upper dir,class 9,56,0.035578145,Highest level of education attained
kpk,upper dir,class 10,174,0.110546379,Highest level of education attained
kpk,upper dir,polytechnic diploma/other diplomas,7,0.004447268,Highest level of education attained
kpk,upper dir,fa/fsc/i-com,60,0.038119441,Highest level of education attained
kpk,upper dir,ba/bsc/bed/bcs,26,0.016518424,Highest level of education attained
kpk,upper dir,ma/msc/med/mcs,29,0.018424396,Highest level of education attained
kpk,upper dir,others,1,0.000635324,Highest level of education attained
kpk,mardan,less than 1,324,0.133718531,Highest level of education attained
kpk,mardan,class 1,164,0.067684688,Highest level of education attained
kpk,mardan,class 2,156,0.064382996,Highest level of education attained
kpk,mardan,class 3,148,0.061081304,Highest level of education attained
kpk,mardan,class 4,174,0.071811804,Highest level of education attained
kpk,mardan,class 5,256,0.105654148,Highest level of education attained
kpk,mardan,class 6,116,0.047874536,Highest level of education attained
kpk,mardan,class 7,120,0.049525382,Highest level of education attained
kpk,mardan,class 8,187,0.077177053,Highest level of education attained
kpk,mardan,class 9,97,0.040033017,Highest level of education attained
kpk,mardan,class 10,362,0.149401568,Highest level of education attained
kpk,mardan,fa/fsc/i-com,163,0.067271977,Highest level of education attained
kpk,mardan,ba/bsc/bed/bcs,94,0.038794882,Highest level of education attained
kpk,mardan,ma/msc/med/mcs,56,0.023111845,Highest level of education attained
kpk,mardan,degree in medicine,2,0.000825423,Highest level of education attained
kpk,mardan,degree in agriculture,2,0.000825423,Highest level of education attained
kpk,mardan,others,2,0.000825423,Highest level of education attained
kpk,swabi,less than 1,246,0.127131783,Highest level of education attained
kpk,swabi,class 1,136,0.070284238,Highest level of education attained
kpk,swabi,class 2,165,0.085271318,Highest level of education attained
kpk,swabi,class 3,107,0.055297158,Highest level of education attained
kpk,swabi,class 4,149,0.077002584,Highest level of education attained
kpk,swabi,class 5,184,0.095090439,Highest level of education attained
kpk,swabi,class 6,104,0.05374677,Highest level of education attained
kpk,swabi,class 7,101,0.052196382,Highest level of education attained
kpk,swabi,class 8,156,0.080620155,Highest level of education attained
kpk,swabi,class 9,88,0.045478036,Highest level of education attained
kpk,swabi,class 10,312,0.16124031,Highest level of education attained
kpk,swabi,polytechnic diploma/other diplomas,5,0.002583979,Highest level of education attained
kpk,swabi,fa/fsc/i-com,95,0.049095607,Highest level of education attained
kpk,swabi,ba/bsc/bed/bcs,37,0.019121447,Highest level of education attained
kpk,swabi,ma/msc/med/mcs,42,0.021705426,Highest level of education attained
kpk,swabi,degree in engineering,2,0.001033592,Highest level of education attained
kpk,swabi,degree in medicine,6,0.003100775,Highest level of education attained
kpk,charsada,less than 1,280,0.143589744,Highest level of education attained
kpk,charsada,class 1,141,0.072307692,Highest level of education attained
kpk,charsada,class 2,107,0.054871795,Highest level of education attained
kpk,charsada,class 3,118,0.060512821,Highest level of education attained
kpk,charsada,class 4,159,0.081538462,Highest level of education attained
kpk,charsada,class 5,232,0.118974359,Highest level of education attained
kpk,charsada,class 6,95,0.048717949,Highest level of education attained
kpk,charsada,class 7,84,0.043076923,Highest level of education attained
kpk,charsada,class 8,144,0.073846154,Highest level of education attained
kpk,charsada,class 9,66,0.033846154,Highest level of education attained
kpk,charsada,class 10,289,0.148205128,Highest level of education attained
kpk,charsada,polytechnic diploma/other diplomas,4,0.002051282,Highest level of education attained
kpk,charsada,fa/fsc/i-com,137,0.07025641,Highest level of education attained
kpk,charsada,ba/bsc/bed/bcs,46,0.023589744,Highest level of education attained
kpk,charsada,ma/msc/med/mcs,36,0.018461538,Highest level of education attained
kpk,charsada,degree in engineering,2,0.001025641,Highest level of education attained
kpk,charsada,degree in medicine,3,0.001538462,Highest level of education attained
kpk,charsada,degree in law,1,0.000512821,Highest level of education attained
kpk,charsada,others,6,0.003076923,Highest level of education attained
kpk,nowsehra,less than 1,291,0.125269049,Highest level of education attained
kpk,nowsehra,class 1,136,0.058544985,Highest level of education attained
kpk,nowsehra,class 2,137,0.058975463,Highest level of education attained
kpk,nowsehra,class 3,110,0.047352561,Highest level of education attained
kpk,nowsehra,class 4,161,0.069306931,Highest level of education attained
kpk,nowsehra,class 5,232,0.099870857,Highest level of education attained
kpk,nowsehra,class 6,113,0.048643995,Highest level of education attained
kpk,nowsehra,class 7,138,0.059405941,Highest level of education attained
kpk,nowsehra,class 8,214,0.092122256,Highest level of education attained
kpk,nowsehra,class 9,98,0.042186827,Highest level of education attained
kpk,nowsehra,class 10,383,0.164873009,Highest level of education attained
kpk,nowsehra,polytechnic diploma/other diplomas,6,0.002582867,Highest level of education attained
kpk,nowsehra,fa/fsc/i-com,163,0.070167886,Highest level of education attained
kpk,nowsehra,ba/bsc/bed/bcs,85,0.036590616,Highest level of education attained
kpk,nowsehra,ma/msc/med/mcs,44,0.018941025,Highest level of education attained
kpk,nowsehra,degree in engineering,3,0.001291433,Highest level of education attained
kpk,nowsehra,degree in law,1,0.000430478,Highest level of education attained
kpk,nowsehra,mphil/phd,1,0.000430478,Highest level of education attained
kpk,nowsehra,others,7,0.003013345,Highest level of education attained
